0,http://140.239.21.14:80,1521124514.21,0,0
1,http://200.107.253.132:1080,1521124514.21,0,0
2,http://43.231.114.35:8080,1521124514.21,0,0
3,http://202.131.233.202:53281,1521124514.21,0,0
4,http://72.160.19.71:65000,1521124514.21,0,0
5,http://54.187.52.159:443,1521124514.21,0,0
6,http://117.102.224.10:1080,1521124514.21,0,0
7,http://37.152.93.22:8080,1521124514.21,0,0
8,http://188.226.141.219:3128,1521124514.21,0,0
9,http://193.161.13.21:80,1521124514.21,0,0
http://140.239.21.14:80;1521124514.21;0;0
http://200.107.253.132:1080;1521124514.21;0;0
http://43.231.114.35:8080;1521124514.21;0;0
http://202.131.233.202:53281;1521124514.21;0;0
http://72.160.19.71:65000;1521124514.21;0;0
http://54.187.52.159:443;1521124514.21;0;0
http://117.102.224.10:1080;1521124514.21;0;0
http://37.152.93.22:8080;1521124514.21;0;0
http://188.226.141.219:3128;1521124514.21;0;0
http://193.161.13.21:80;1521124514.21;0;0
